Title,Year,Genre,Country,imdbRating,imdbVotes,imdbID,Year2,imdbRating2
My Own Worst Enemy,2008,"Action, Drama, Thriller",USA,7.4,"3,170",tt1217239,2008,74
Patito feo,2007–,"Comedy, Drama, Family",Argentina,3.6,454,tt1217518,2007,36
Spectacle: Elvis Costello with...,2008–,Music,"Canada, UK",8.3,100,tt1218502,2008,83
Bed of Roses,2008–,Drama,Australia,7.2,77,tt1218572,2008,72
Castle,2009–2016,"Comedy, Crime, Drama, Mystery, Romance",USA,8.2,"131,816",tt1219024,2009,82
Radio arvyla,2008–,Talk-Show,Greece,7.9,209,tt1219300,2008,79
Headcases,2008–,"Animation, Comedy",UK,6.3,131,tt1219972,2008,63
Spooks: Code 9,2008–,"Action, Drama",UK,5.4,413,tt1220111,2008,54
The Inbetweeners,2008–2010,Comedy,UK,8.3,"71,380",tt1220617,2008,83
Rome: Rise and Fall of an Empire,2008–,"History, War",USA,7.9,475,tt1221224,2008,79
Woke Up Dead,2009–,"Comedy, Horror",USA,4.3,408,tt1222663,2009,43
Not Gay,2008–,"Short, Comedy, Drama","Bahamas, Brazil, USA",6.3,95,tt1223140,2008,63
Jonas Brothers: Living the Dream,2008–,Reality-TV,USA,5.3,234,tt1223620,2008,53
Kanon,2002–,"Animation, Comedy, Drama",Japan,7,100,tt1223625,2002,70
In the Face of Crime,2010–,"Crime, Drama, Thriller","Germany, Austria",8.2,"1,229",tt1223917,2010,82
Beyaz Show,1996–,Talk-Show,Turkey,7.5,"2,381",tt1224142,1996,75
Reborn!,2006–,"Animation, Action, Comedy, Fantasy",Japan,7.9,"1,022",tt1224144,2006,79
Million Dollar Password,2008–,"Family, Game-Show",USA,6.9,115,tt1224277,2008,69
"Big, Bigger, Biggest",2008–,Documentary,"USA, UK",7.9,264,tt1224381,2008,79
NOFX Backstage Passport,2008–,"Documentary, Music",USA,9.1,296,tt1224393,2008,91
Vakáción a Mézga-család,1980–,"Animation, Adventure, Comedy",Hungary,8.2,144,tt1225872,1980,82
90210,2008–2013,"Comedy, Drama, Romance",USA,6.1,"40,107",tt1225901,2008,61
Os Contemporâneos,2008–,Comedy,Portugal,8.1,323,tt1225958,2008,81
Wei xian xin ling,2006–,Drama,Taiwan,5.6,5,tt1226282,2006,56
Stewart Lee's Comedy Vehicle,2009–,Comedy,UK,8.5,"1,253",tt1227802,2009,85
Hulk Hogan's Celebrity Championship Wrestling,2008–,Reality-TV,USA,6.4,145,tt1228322,2008,64
Betrayed,2008–,Drama,"USA, Colombia",7.8,116,tt1228573,2008,78
Date My Ex: Jo & Slade,2008–,"Game-Show, Reality-TV, Romance",USA,2.2,116,tt1229266,2008,22
I Love Money,2008–,"Game-Show, Reality-TV",USA,6.3,818,tt1229295,2008,63
Legally Blonde the Musical: The Search for Elle Woods,2008–,Reality-TV,USA,6.6,109,tt1229301,2008,66
Gary Unmarried,2008–2010,Comedy,USA,6.8,"5,439",tt1229401,2008,68
Hung,2009–2011,"Comedy, Drama",USA,7.2,"19,756",tt1229413,2009,72
The Gong Show with Dave Attell,2008–,"Comedy, Game-Show",USA,4.6,102,tt1229939,2008,46
High School Musical: Get in the Picture,2008–,Reality-TV,USA,3.4,145,tt1229945,2008,34
History's Mysteries,1998–2011,"Documentary, History, Mystery",USA,8.2,145,tt1229946,1998,82
Very Small Business,2008–,Comedy,Australia,7.9,198,tt1230088,2008,79
The Angry Video Game Nerd,2004–,"Comedy, Talk-Show",USA,8.4,"12,837",tt1230180,2004,84
Liberdade 21,2008–,"Crime, Drama, Mystery",Portugal,7.6,101,tt1230417,2008,76
Moon Phase,2004–2006,"Animation, Action, Comedy, Fantasy, Romance",Japan,7,198,tt1230420,2004,70
Do Not Disturb,2008,Comedy,USA,4.1,283,tt1231448,2008,41
Late Night with Jimmy Fallon,2009–,"Comedy, Music, Talk-Show",USA,6.9,"11,607",tt1231460,2009,69
Green Porno,2008–,Comedy,USA,8.1,350,tt1231602,2008,81
Howie Do It,2008–,"Comedy, Reality-TV","Canada, USA",3.1,315,tt1232190,2008,31
Momma's Boys,2008–,Reality-TV,USA,4.9,133,tt1232197,2008,49
Sit Down Shut Up,2009,"Animation, Comedy",USA,6,"1,690",tt1232266,2009,60
The Growing Pains of Adrian Mole,1987,Comedy,UK,8,87,tt1232319,1987,80
Harper's Island,2009,"Drama, Horror, Mystery, Thriller",USA,7.5,"23,920",tt1232320,2009,75
True Beauty,2009–2010,Reality-TV,USA,5,372,tt1232714,2009,50
Shigurui: Death Frenzy,2007–,"Animation, Action, Drama",Japan,7.9,"1,767",tt1233119,2007,79
I Survived a Japanese Game Show,2008–2009,"Adventure, Game-Show, Reality-TV",USA,6.5,516,tt1233427,2008,65
Raw,2008–,Drama,Ireland,7.4,304,tt1233560,2008,74
Reality Bites Back,2008–,"Comedy, Game-Show, Reality-TV",USA,6.9,185,tt1234135,2008,69
Dorm Life,2008–,Comedy,USA,8.2,463,tt1234500,2008,82
Fred,2008–,Comedy,USA,2.3,"1,536",tt1234506,2008,23
Lie to Me,2009–2011,"Crime, Drama, Mystery, Thriller",USA,8,"102,491",tt1235099,2009,80
Secret Millionaire,2008–2013,Reality-TV,USA,6.5,269,tt1235101,2008,65
Better Off Ted,2009–2010,"Comedy, Sci-Fi",USA,8.2,"23,202",tt1235547,2009,82
Runaways,2017–,"Action, Drama, Sci-Fi",USA,7.2,"15,933",tt1236246,2017,72
Die Deutschen,2008–,"Documentary, History",Germany,8,207,tt1236350,2008,80
Imaginary Bitches,2008–,Comedy,USA,7.1,110,tt1236424,2008,71
Sid the Science Kid,2008–,"Animation, Comedy, Family",USA,5.6,412,tt1236429,2008,56
Queen Bees,2008–,Reality-TV,USA,6.5,134,tt1236463,2008,65
NFL Thursday Night Football,2006–,Sport,USA,7.4,620,tt1237194,2006,74
Idol,2004–,"Game-Show, Music, Reality-TV",Sweden,4.8,62,tt1237844,2004,48
Shouto na Slavi,2000–,"Comedy, Music, Talk-Show",Bulgaria,7.6,290,tt1238035,2000,76
Blue Dragon,2007–2008,"Animation, Action, Adventure, Fantasy","Japan, France",6.5,198,tt1238937,2007,65
The Boot,2008–,Reality-TV,USA,8.4,232,tt1238938,2008,84
Markus Lanz,2008–,Talk-Show,Germany,4.2,84,tt1239083,2008,42
Street Customs,2007–,"Reality-TV, Sport",USA,6.5,141,tt1239148,2007,65
Wild Roses,2009–,"Drama, Romance",Canada,7,192,tt1239185,2009,70
Wonderbug,1976–1978,"Action, Adventure, Comedy",USA,6.8,91,tt1239421,1976,68
I Didn't Know I Was Pregnant,2008–,"Drama, Reality-TV",USA,5.1,647,tt1239443,2008,51
Black Gold,2008–,"Documentary, Reality-TV",USA,6.3,176,tt1239472,2008,63
The Next Iron Chef,2007–,Reality-TV,USA,6.6,567,tt1240535,2007,66
The Unusuals,2009,"Comedy, Drama",USA,8,"4,871",tt1240976,2009,80
Men of a Certain Age,2009–2011,"Comedy, Drama",USA,8,"3,869",tt1242441,2009,80
Hollyoaks Later,2008–,"Comedy, Music, Romance",UK,7.4,147,tt1242499,2008,74
The Supersizers Eat...,2007–,History,UK,8.8,574,tt1242512,2007,88
Trasniti din N.A.T.O.,2003–,Comedy,Romania,7.1,78,tt1242584,2003,71
Yol arkadasim,2008–,"Drama, Romance",Turkey,6.2,131,tt1242726,2008,62
Romanzo Criminale,2008–2010,"Crime, Drama, Thriller",Italy,8.6,"4,070",tt1242773,2008,86
Zane's Sex Chronicles,2008–,"Drama, Romance",USA,6.1,376,tt1242774,2008,61
The Hollowmen,2008–,"Comedy, Drama",Australia,8.5,461,tt1242819,2008,85
Property Virgins,2006–,Reality-TV,Canada,7.1,284,tt1242835,2006,71
Gangland,2007–2010,"Biography, Crime, History",USA,8,762,tt1243719,2007,80
Rick Steves' Europe,2000–2018,Documentary,USA,8.5,262,tt1243815,2000,85
Stars Gone Wild,2007–,Comedy,Canada,1.1,105,tt1243976,2007,11
3Way,2008–,Comedy,USA,8.2,138,tt1243983,2008,82
Kannagi: Crazy Shrine Maidens,2008–,"Animation, Comedy, Drama",Japan,6.9,132,tt1244315,2008,69
Midori Days,2004–,"Animation, Comedy, Drama",Japan,7.3,444,tt1244322,2004,73
El Señor de la Querencia,2008,"History, Horror, Romance",Chile,8.3,96,tt1244386,2008,83
Without Breasts There Is No Paradise,2008–,"Action, Crime, Drama, Romance","Colombia, Mexico, USA",7.4,348,tt1244387,2008,74
Untamed & Uncut,2008–,Documentary,USA,6.7,105,tt1244657,2008,67
La familia P. Luche,2002–,"Comedy, Reality-TV",USA,7.8,666,tt1244672,2002,78
Bromance,2008–,Reality-TV,USA,2.9,142,tt1244881,2008,29
2008 UEFA European Football Championship,2008–,Sport,"Austria, Switzerland",8.4,115,tt1245396,2008,84
Inside the Medieval Mind,2008–,"Documentary, History",UK,7.7,101,tt1245423,2008,77
Don't mess with an angel,2008–2009,"Drama, Romance",Mexico,6.4,"1,078",tt1245565,2008,64
Boston Tea Party,2007–,"Comedy, Talk-Show",Sweden,8,269,tt1245690,2007,80
Mannaveiðar,2008–,Crime,Iceland,7,143,tt1245694,2008,70
Mental,2009,Drama,"USA, Colombia, Canada",7.1,"2,239",tt1245695,2009,71
Plutón B.R.B. Nero,2008–2009,"Comedy, Sci-Fi",Spain,6.2,250,tt1245696,2008,62
Tetsuwan Birdy Decode,2008–,"Animation, Action, Comedy",Japan,7.4,214,tt1245698,2008,74
The Jace Hall Show,2008–,"Reality-TV, Talk-Show",USA,9.1,119,tt1245769,2008,91
Homeland Security USA,2009,Documentary,USA,5.6,112,tt1245786,2009,56
Magic's Biggest Secrets Finally Revealed,2002–,,USA,7.9,789,tt1245872,2002,79
Beautiful People,2008–,Comedy,UK,8.5,"1,038",tt1246607,2008,85
The Wrong Door,2008–,"Comedy, Fantasy",UK,5.4,255,tt1246719,2008,54
Above Suspicion,2009–2012,"Crime, Drama, Thriller",UK,7.1,"1,792",tt1247637,2009,71
Scream Queens,2008–,Reality-TV,USA,7.4,638,tt1248289,2008,74
Top Gear USA,2008–,Documentary,USA,5.4,"5,456",tt1248967,2008,54
Kya Aap Paanchvi Pass Se Tez Hain?,2008–,,India,5.9,"1,034",tt1249053,2008,59
Celebrity Family Feud,2008–,"Comedy, Game-Show",USA,6,439,tt1249208,2008,60
Hope Springs,2009–,Drama,UK,7.2,234,tt1250890,2009,72
The Cho Show,2008–,Reality-TV,USA,6.1,111,tt1251100,2008,61
Top Gear Australia,2008–2012,"Documentary, Comedy, Reality-TV",Australia,4.4,423,tt1251819,2008,44
Easy Money,2008–2009,"Comedy, Drama",USA,6.6,215,tt1252367,2008,66
The Real Housewives of Atlanta,2008–,Reality-TV,USA,4.2,"2,944",tt1252370,2008,42
Sonny with a Chance,2009–2011,"Comedy, Family, Romance",USA,6.2,"9,315",tt1252374,2009,62
The Baby Borrowers,2008–,Reality-TV,USA,7.6,160,tt1252416,2008,76
The Man Who Can't Get Married,2006–,Comedy,Japan,8.4,260,tt1252621,2006,84
The Strip,2008–,"Crime, Drama, Mystery",Australia,6.2,163,tt1252625,2008,62
Change,2008–,Drama,Japan,7.9,185,tt1252759,2008,79
Monday Monday,2009–,"Comedy, Drama",UK,7.4,227,tt1253090,2009,74
Hard,2008–,Comedy,France,7.1,233,tt1254019,2008,71
Bored to Death,2009–2011,"Comedy, Crime, Drama, Mystery, Thriller",USA,7.9,"29,955",tt1255913,2009,79
The Favorite,2008–2009,"Drama, Mystery, Thriller",Brazil,7.8,448,tt1256139,2008,78
Funnybones,1992–1993,"Animation, Comedy",UK,7.4,72,tt1256143,1992,74
Koizora,2008–,Drama,Japan,7.7,137,tt1257542,2008,77
Oskyldigt dömd,2008–2009,"Crime, Drama",Sweden,7,419,tt1257544,2008,70
Studio DC: Almost Live!,2008–,"Comedy, Family",USA,6.3,159,tt1258161,2008,63
Survivors,2008–2010,"Drama, Sci-Fi",UK,7.6,"8,001",tt1258189,2008,76
Rush,2008–2011,"Crime, Drama, Mystery",Australia,7.6,"1,285",tt1258216,2008,76
Jurassic Fight Club,2008–,"Documentary, History",USA,7,378,tt1258908,2008,70
The Familiar of Zero: Rondo of Princesses,2008–,"Animation, Action, Comedy",Japan,7.4,361,tt1258911,2008,74
G.I. Joe: Resolute,2009,"Animation, Action, Sci-Fi",USA,7.6,721,tt1259299,2009,76
Ruby,2008–,Reality-TV,USA,8.3,576,tt1259472,2008,83
Brooke Knows Best,2008–,Reality-TV,USA,2.9,731,tt1259798,2008,29
Elton vs Simon - Die Show,2008–,Game-Show,Germany,5.2,119,tt1260104,2008,52
El Cartel de los Sapos,2008–,"Action, Crime, Drama, Thriller",Colombia,8.3,538,tt1260520,2008,83
New York Goes to Hollywood,2008–,Reality-TV,USA,4.4,149,tt1260848,2008,44
A Vida Privada de Salazar,2009–,"History, Romance",Portugal,5.3,141,tt1260915,2009,53
The Office: Kevin's Loan,2008–,Comedy,USA,7.7,73,tt1261305,2008,77
Wendy: The Wendy Williams Show,2008–,Talk-Show,USA,3.6,"1,048",tt1261356,2008,36
Gemini Division,2008–,Sci-Fi,USA,6.2,134,tt1261559,2008,62
Animal Cops: Philadelphia,2008–,Documentary,UK,7.4,112,tt1262401,2008,74
Lab Rats,2008–,Comedy,UK,4.8,212,tt1262402,2008,48
Testees,2008–,Comedy,USA,6.9,"2,408",tt1262403,2008,69
Sasuke,1997–,"Game-Show, Sport",Japan,8.4,427,tt1263006,1997,84
Anna,2008–,"Drama, Romance",Germany,2.8,182,tt1263713,2008,28
Gier,2010–,Drama,"Germany, Austria",5.6,152,tt1263721,2010,56
Outer Space Astronauts,2009–,Comedy,USA,4.7,248,tt1265869,2009,47
Parks and Recreation,2009–2015,Comedy,USA,8.6,"171,341",tt1266020,2009,86
Bailando por un sueño,2006–,"Game-Show, Reality-TV",Argentina,2.8,72,tt1266124,2006,28
Srugim,2008–,Drama,Israel,8.3,163,tt1266462,2008,83
Nogizaka Haruka no himitsu,2008–,Animation,Japan,6.8,106,tt1266617,2008,68
Sound & Fury,2009–,"Comedy, Drama",Brazil,8.1,164,tt1267060,2009,81
Prototype This!,2008–,Reality-TV,USA,6.7,169,tt1267244,2008,67
The Kevin Bishop Show,2008–,Comedy,UK,6.2,362,tt1267289,2008,62
Nasa mala klinika,2007–,Comedy,Serbia,5.2,275,tt1267312,2007,52
So You Think You Can Dance Canada,2008–,"Music, Reality-TV",Canada,6,268,tt1267314,2008,60
Grotesco,2007–,Comedy,Sweden,8,616,tt1267411,2007,80
Mert ile Gert,2008–,Comedy,Turkey,2.9,101,tt1268700,2008,29
The Jaquie Brown Diaries,2008–,Comedy,New Zealand,8.1,106,tt1269660,2008,81
Bollywood Hero,2009–,Comedy,USA,6.8,331,tt1269776,2009,68
Snog Marry Avoid?,2008–,Reality-TV,UK,5.5,256,tt1270230,2008,55
How Not to Live Your Life,2007–2011,Comedy,UK,8.3,"5,199",tt1270367,2007,83
Warriors,2008–,"History, Reality-TV, War",USA,7.9,117,tt1270823,2008,79
V iyune 41-go,2008–,"Drama, War","Russia, Belarus",5.6,117,tt1270849,2008,56
Ojciec Mateusz,2008–,"Comedy, Crime, Drama","Poland, Italy",5.2,113,tt1271995,2008,52
Tabatha's Salon Takeover,2008–,Reality-TV,USA,7,785,tt1272837,2008,70
Armageddon - Der Einschlag,2007–,"Documentary, Action, Adventure","USA, Germany",6.6,107,tt1273815,2007,66
Valentine,2008–2009,Comedy,USA,6.7,719,tt1274409,2008,67
Battles BC,2009–,"Documentary, Action, History",USA,7.8,315,tt1274788,2009,78
In the Name of Love,2008–2009,Drama,Mexico,7.7,183,tt1275297,2008,77
Sober House,2009–,Reality-TV,USA,6.7,201,tt1275409,2009,67
Wicked Attraction,2008–,"Documentary, Crime",USA,7.2,479,tt1275472,2008,72
Chi's Sweet Home,2008–,"Animation, Comedy, Family",Japan,8,200,tt1276525,2008,80
Hole in the Wall,2008–2012,Game-Show,USA,3,328,tt1277979,2008,30
Ranjeni orao,2008–,"Drama, Romance",Serbia,6,679,tt1277986,2008,60
Rebelde Way,2008–,"Adventure, Comedy, Drama",Portugal,4.3,155,tt1277987,2008,43
The Bridge,2010–,"Crime, Drama","USA, Canada",7,433,tt1278016,2010,70
Code Blue,2008–,Drama,Japan,7.7,234,tt1278165,2008,77
Destroyed in Seconds,2008–,"Documentary, Reality-TV",USA,6.9,265,tt1278202,2008,69
ChäoS;HEAd,2008,"Animation, Horror, Mystery",Japan,6.2,513,tt1278254,2008,62
Tales of the Abyss,2008–,"Animation, Adventure, Fantasy",Japan,7.1,151,tt1278280,2008,71
Toradora!,2008–2011,"Animation, Comedy, Drama, Romance",Japan,8.1,"6,124",tt1279024,2008,81
The Genius of Charles Darwin,2008–,Documentary,UK,8.6,805,tt1279086,2008,86
Treme,2010–2013,"Drama, Music",USA,8.2,"12,244",tt1279972,2010,82
The Rachel Maddow Show,2008–,"News, Talk-Show",USA,6,"1,581",tt1280627,2008,60
Surviving Suburbia,2009,Comedy,USA,5.8,483,tt1280629,2009,58
Mobsters,1997–2012,,USA,8.6,100,tt1280729,1997,86
Drop Dead Diva,2009–2014,"Comedy, Drama",USA,7.4,"16,839",tt1280822,2009,74
MasterChef: The Professionals,2008–,Reality-TV,UK,7.7,231,tt1281256,2008,77
Algo habrán hecho,2005–,Documentary,Argentina,8.4,69,tt1281304,2005,84
Deadliest Warrior,2009–,"Action, Game-Show, History",USA,7.6,"2,875",tt1281313,2009,76
Looking Up at the Half-Moon,2006–,"Animation, Comedy, Romance",Japan,7.5,92,tt1281341,2006,75
Bigg Boss,2006–,Reality-TV,India,5,869,tt1281973,2006,50
Baba ocagi,2008–,Comedy,Turkey,6.9,77,tt1282263,2008,69
Küçük kadinlar,2008–,Drama,Turkey,3.1,139,tt1282336,2008,31
Trinity,2009,"Comedy, Crime, Drama, Mystery",UK,6.7,429,tt1283456,2009,67
Der kleine Mann,2009–,Comedy,Germany,7,186,tt1284142,2009,70
Maou,2008–,"Crime, Drama, Mystery",Japan,7.9,114,tt1284603,2008,79
Minder,2009–,Drama,UK,4.7,158,tt1285075,2009,47
Sex Ed,2009–,Comedy,USA,6.8,139,tt1285180,2009,68
SGU Stargate Universe,2009–2011,"Drama, Sci-Fi","Canada, USA",7.7,"44,126",tt1286039,2009,77
Forbidden Love,2008–2011,"Drama, Romance",Turkey,7.2,"9,087",tt1286677,2008,72
Akasya duragi,2008–,Comedy,Turkey,1.8,954,tt1286883,2008,18
The Dish,2008–,Comedy,USA,6.9,124,tt1286959,2008,69
Plus One,2009–,Comedy,UK,7.6,315,tt1287231,2009,76
Doña Bárbara,2008–,Romance,"Colombia, USA",7.6,221,tt1287391,2008,76
Time of Honor,2008–,"Drama, Romance, War",Poland,8.1,461,tt1287566,2008,81
Crackòvia,2008–,Comedy,Spain,6.9,155,tt1288419,2008,69
Litsa.com,2008,"Comedy, Romance",,5.5,64,tt1288434,2008,55
La La Land,2010,Comedy,USA,7.8,344,tt1288499,2010,78
Un village français,2009–,Drama,France,8.4,565,tt1288631,2009,84
Amazon,2008–,Documentary,UK,8.4,152,tt1288682,2008,84
The Genius of Photography,2007–,Documentary,UK,8.7,241,tt1288869,2007,87
Engineering Connections,2008–,Documentary,UK,8.1,290,tt1289217,2008,81
Arka siradakiler,2007–,"Action, Drama, Family",Turkey,3.2,316,tt1289683,2007,32
Ihmisten puolue,2008–,Comedy,Finland,8,120,tt1289737,2008,80
Son bahar,2008–,Drama,Turkey,5.3,174,tt1289763,2008,53
Avant*garde,2008–,Documentary,Germany,7.4,119,tt1290483,2008,74
Kyôgoku Natsuhiko kôsetsu hyakumonogatari,2003–,"Animation, Mystery, Thriller",Japan,7.3,141,tt1290729,2003,73
Lola,2008–,Comedy,Greece,4.6,132,tt1291084,2008,46
Bracne vode,2008–,Comedy,Croatia,2.4,86,tt1291153,2008,24
Charley Boorman: Ireland to Sydney by Any Means,2008–,Documentary,UK,7.8,319,tt1291484,2008,78
The Secret Saturdays,2008–2010,"Animation, Adventure, Family, Fantasy, Sci-Fi, Thriller",USA,7,941,tt1291662,2008,70
Paris Hilton's My New BFF,2008–,"Game-Show, Reality-TV",USA,2.1,"1,444",tt1292967,2008,21
Mischievous Kiss,2005–,"Comedy, Romance",Taiwan,4.9,768,tt1293316,2005,49
Make 'Em Laugh: The Funny Business of America,2009–,"Documentary, Comedy","USA, UK",7.6,127,tt1293405,2009,76
Agria paidia,2008–,"Crime, Drama, Romance",Greece,7.3,105,tt1293673,2008,73
L.A.P.D.: Lekanopedio Attikis Police Department,2008–,"Comedy, Crime",Greece,6.3,201,tt1293721,2008,63
I polykatoikia,2008–,Comedy,Greece,6,325,tt1293726,2008,60
Only Connect,2008–,Game-Show,UK,7.8,295,tt1294009,2008,78
Pokémon Housou,2002–2004,"Animation, Action, Adventure",Japan,6.8,8,tt1294022,2002,68
Russell Brand's Ponderland,2007–,Comedy,UK,7.4,282,tt1294034,2007,74
"Sorry, I've Got No Head",2008–,Comedy,UK,6.6,158,tt1294081,2008,66
Lakis o glykoulis,2008–,Comedy,Greece,3.6,211,tt1294424,2008,36
Total Wipeout,2009–2012,"Game-Show, Reality-TV","UK, Argentina",6,"1,150",tt1294955,2009,60
Seth MacFarlane's Cavalcade of Cartoon Comedy,2008–2010,"Animation, Short, Comedy",USA,6.5,"2,592",tt1295036,2008,65
50 Cent: The Money and the Power,2008–,Reality-TV,USA,4.7,113,tt1295131,2008,47
Wir sind Kaiser,2007–,"Comedy, Talk-Show",Austria,7.6,120,tt1296328,2007,76
Ta mystika tis Edem,2008–,Drama,Greece,5.6,158,tt1296525,2008,56
PG Porn,2008–,"Short, Comedy",USA,7.8,"1,134",tt1297123,2008,78
Republic of Doyle,2010–2014,"Comedy, Crime, Drama",Canada,7.3,"2,667",tt1297754,2010,73
LouisLouise,2008–2009,"Comedy, Family, Fantasy",Belgium,6.5,86,tt1298297,2008,65
Clannad: After Story,2008–2009,"Animation, Comedy, Drama",Japan,8.6,"5,956",tt1298820,2008,86
The Protectors,2009–2010,"Crime, Drama, Mystery",Denmark,7.3,952,tt1298825,2009,73
Huckabee,2008–,Talk-Show,USA,4.4,130,tt1299047,2008,44
Hay alguien ahí,2009–2010,Mystery,Spain,6.8,129,tt1299313,2009,68
How to Make It in America,2010–2011,"Comedy, Drama",USA,8,"14,277",tt1299365,2010,80
Southland,2009–2013,"Crime, Drama, Thriller",USA,8.4,"23,406",tt1299368,2009,84
Fanboy & Chum Chum,2009–2014,"Animation, Action, Adventure",USA,3.2,"2,396",tt1299440,2009,32
Delocated,2009–2013,Comedy,USA,7.2,"1,940",tt1299729,2009,72
Kröd Mändoon and the Flaming Sword of Fire,2009–,"Action, Comedy","USA, UK",7.2,"2,820",tt1299897,2009,72
Psychic Kids: Children of the Paranormal,2008–,"Documentary, Reality-TV",USA,6.5,205,tt1300017,2008,65
Xam'd: Lost Memories,2008–,"Animation, Adventure, Sci-Fi",Japan,7.5,405,tt1300170,2008,75
Earl and Fairy,2008–,"Animation, Comedy, Drama",Japan,7.1,122,tt1300172,2008,71
Strike Witches,2008–,"Animation, Action, Comedy, Fantasy, Sci-Fi",Japan,6.4,285,tt1300176,2008,64
Easy to Assemble,2008–,Comedy,USA,5.6,120,tt1300926,2008,56
James May's Big Ideas,2008–,Documentary,UK,7.8,239,tt1301844,2008,78
Corpse Princess: Part One - Aka,2008–,"Animation, Action, Adventure",Japan,6.9,265,tt1301958,2008,69
Models of the Runway,2009–2010,Reality-TV,USA,4.2,102,tt1302113,2009,42
Ways of Seeing,1972–,"Documentary, Family",UK,8.6,272,tt1302546,1972,86
Isa TKM,2008–,"Comedy, Family, Musical, Romance","Colombia, USA",4.4,224,tt1304146,2008,44
Power Rangers R.P.M.,2009,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Thriller",USA,6.6,"1,294",tt1304612,2009,66
Bogan Pride,2008–,"Comedy, Musical",Australia,6.4,122,tt1304672,2008,64
Nicolas Le Floch,2008–,"Crime, Drama, Mystery",France,8.5,267,tt1304873,2008,85
Osbournes Reloaded,2009–,Reality-TV,USA,2.7,200,tt1305560,2009,27
Psychoville,2009–2011,"Comedy, Horror, Mystery",UK,7.9,"5,654",tt1305562,2009,79
Lasko - The Fist of God,2009–,"Action, Adventure","Germany, Austria",4.2,200,tt1305627,2009,42
Estate of Panic,2008–,Reality-TV,USA,7.7,179,tt1305785,2008,77
Zakon!,2008–,"Action, Adventure, Comedy",Croatia,8.6,215,tt1305794,2008,86
Adventure Time,2010–2018,"Animation, Action, Adventure, Comedy, Drama, Fantasy, Sci-Fi",USA,8.6,"64,220",tt1305826,2010,86
17 Kids and Counting,2008–2015,"Documentary, Reality-TV",USA,3.4,"2,266",tt1307083,2008,34
Kid vs. Kat,2008–2011,"Animation, Action, Comedy",Canada,6.1,"1,824",tt1307224,2008,61
Solved,2008–,"Documentary, Crime",USA,8,208,tt1307392,2008,80
Argumental,2008–2012,"Comedy, Game-Show",UK,6.3,299,tt1307480,2008,63
Chuggington,2008–,"Animation, Family",UK,6,365,tt1307510,2008,60
V,2009–2011,"Drama, Sci-Fi, Thriller",USA,6.8,"50,558",tt1307824,2009,68
A Certain Magical Index,2008–,"Animation, Action, Comedy, Drama, Fantasy, Romance, Sci-Fi",Japan,7,"1,114",tt1308089,2008,70
Legends of the Dark King: A Fist of the North Star Story,2008–,"Animation, Action",Japan,6.8,144,tt1308847,2008,68
Bloody Monday,2008–,Drama,Japan,7.4,272,tt1310548,2008,74
The Gruen Transfer,2008–,"Documentary, Comedy",Australia,8.1,367,tt1310809,2008,81
Real Chance of Love,2008–,Reality-TV,USA,4.2,420,tt1310944,2008,42
E mo zai shen bian,2005–,"Comedy, Romance",Taiwan,7.8,244,tt1311356,2005,78
Moj rodjak sa sela,2008–,"Comedy, Drama",Serbia,7.5,561,tt1311486,2008,75
S1ngle,2008–,,Netherlands,7,109,tt1311542,2008,70
Why Why Love,2007–,"Comedy, Romance",Taiwan,8.4,67,tt1311904,2007,84
Time Warp,2008–,Documentary,USA,7.9,722,tt1312022,2008,79
Dogs 101,2008–,Reality-TV,USA,7.9,291,tt1313176,2008,79
Lost Tapes,2008–,"Horror, Mystery, Sci-Fi, Thriller",USA,6.1,768,tt1314008,2008,61
Rock of Love: Charm School,2008–,Reality-TV,USA,5.4,400,tt1314080,2008,54
World's Toughest Fixes,2008–,Documentary,USA,8.2,109,tt1315027,2008,82
El Rostro de Analía,2008–,"Action, Crime, Drama",USA,7.8,340,tt1315328,2008,78
Ryûsei no kizuna,2008–,Drama,Japan,7.7,137,tt1315336,2008,77
The Xtacles,2008,"Animation, Comedy, Sci-Fi",USA,7.7,270,tt1315861,2008,77
Mañana es para siempre,2008–,"Drama, Romance",Mexico,7.5,377,tt1316004,2008,75
Black Butler,2008–2010,"Animation, Action, Comedy, Crime, Drama, Fantasy, Horror, Mystery, Thriller",Japan,7.9,"5,240",tt1316554,2008,79
Swift and Shift Couriers,2008–2011,Comedy,Australia,7.6,422,tt1316564,2008,76
Celebrity Juice,2008–,"Comedy, Game-Show",UK,7.4,"1,782",tt1318007,2008,74
Ruby & the Rockits,2009,"Comedy, Family, Music",USA,7.1,425,tt1318409,2009,71
Deadly Women,2008–,"Documentary, Crime",USA,8.1,"1,326",tt1319260,2008,81
Londynczycy,2008–,Drama,Poland,6.8,97,tt1319358,2008,68
Meet the Browns,2009–2012,Comedy,USA,3.8,"2,079",tt1319598,2009,38
Dark Blue,2009–2010,"Action, Crime, Drama, Thriller",USA,7.6,"3,674",tt1319636,2009,76
Roy,2009–2015,"Animation, Comedy, Family","Ireland, UK",6.8,88,tt1319688,2009,68
Defying Gravity,2009,"Drama, Sci-Fi","USA, Canada, UK, Germany",7.3,"9,415",tt1319690,2009,73
